id,area_used,area,bedroom,wc,juridical,latitude,longitude,seniority,witdh,length,no_hospital_1km,no_school_1km,no_cafe_1km,no_restaurant_1km,no_atm_1km,no_bank_1km,no_supermarket_1km,no_marketplace_1km,no_pharmacy_1km,no_fuel_1km,address_district,address_ward,address_street,price(billionVND)
22426121,111.0,111.0,5.0,5.0,Sổ hồng,10.7385437,106.7293611,2370.0,6.0,18.5,2.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,6.0, Quận 7, Phường Tân Phong, Bùi Bằng Đoàn,25.0
22422951,75.0,75.0,3.0,4.0,Sổ hồng,10.767807005,106.59346771499996,166.0,5.0,15.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,4.0, Quận Bình Tân, Phường Bình Trị Đông A, Hương Lộ 2,2.29
22504640,56.0,56.0,4.0,4.0,Sổ hồng,10.744262215,106.69773483000006,134.0,4.0,14.0,1.0,9.0,5.0,13.0,6.0,2.0,0.0,2.0,4.0,4.0, Quận 7, Phường Tân Hưng, Trần Xuân Soạn,4.7
22540028,60.0,60.0,5.0,6.0,Sổ hồng,10.81578016,106.69408034999992,2.0,6.0,10.0,0.0,10.0,8.0,15.0,7.0,7.0,0.0,1.0,4.0,8.0, Quận Bình Thạnh, Phường 11, Nguyên Hồng,1.86
22448885,63.0,63.0,4.0,5.0,Sổ hồng,10.81340313,106.710811615,290.0,4.9,13.0,0.0,11.0,9.0,5.0,5.0,6.0,0.0,0.0,0.0,7.0, Quận Bình Thạnh, Phường 26, Đinh Bộ Lĩnh,8.49
22519249,156.0,78.0,4.0,4.0,Sổ hồng,10.83555126,106.724040985,21.0,5.0,15.6,0.0,3.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0, Quận Thủ Đức (TP. Thủ Đức), Phường Hiệp Bình Chánh, Đường số 19,2.09
22501664,225.0,225.0,3.0,3.0,Sổ hồng,10.780748365,106.691661835,2400.0,15.0,15.0,8.0,27.0,123.0,179.0,54.0,45.0,0.0,1.0,3.0,7.0, Quận 3, Phường 6 (Phường Võ Thị Sáu), Hai Bà Trưng,75.0
22437108,111.0,111.0,5.0,5.0,Sổ hồng,10.7318388,106.70282500000008,2370.0,6.0,18.5,1.0,7.0,14.0,43.0,13.0,7.0,0.0,0.0,2.0,1.0, Quận 7, Phường Tân Phong, Bùi Bằng Đoàn,22.0
22504714,85.0,85.0,10.0,10.0,Sổ hồng,10.744262215,106.69773483000006,134.0,5.0,17.0,1.0,9.0,5.0,13.0,6.0,2.0,0.0,2.0,4.0,4.0, Quận 7, Phường Tân Hưng, Trần Xuân Soạn,5.1
22540038,28.0,28.0,2.0,2.0,Sổ hồng,10.798414705,106.69366455,2.0,3.5,8.0,7.0,16.0,44.0,48.0,12.0,27.0,0.0,4.0,5.0,7.0, Quận Bình Thạnh, Phường 3, Phan Xích Long,1.735
22441577,54.0,54.0,2.0,2.0,Sổ hồng,10.81578016,106.69408034999992,290.0,6.4,8.5,0.0,10.0,8.0,15.0,7.0,7.0,0.0,1.0,4.0,8.0, Quận Bình Thạnh, Phường 11, Phan Văn Trị,7.49
22523277,183.0,61.0,4.0,3.0,Sổ hồng,10.883334635,106.73197937000008,21.0,5.0,12.2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0, Quận Thủ Đức (TP. Thủ Đức), Phường Bình Chiểu, Ngô Chí Quốc,2.52
22502726,756.0,756.0,4.0,4.0,Sổ hồng,10.78656292,106.6701507549999,2400.0,18.0,42.0,3.0,21.0,50.0,40.0,8.0,22.0,0.0,3.0,14.0,3.0, Quận 3, Phường 11, Cách Mạng Tháng 8,260.0
22442921,108.0,108.0,5.0,5.0,Sổ hồng,10.7318388,106.70282500000008,2370.0,6.0,18.0,1.0,7.0,14.0,43.0,13.0,7.0,0.0,0.0,2.0,1.0, Quận 7, Phường Tân Phong, Bùi Bằng Đoàn,25.0
22505584,55.0,55.0,5.0,5.0,Sổ hồng,10.80611706,106.71934127999998,134.0,4.2,13.0,0.0,6.0,12.0,12.0,8.0,9.0,0.0,1.0,0.0,3.0, Quận Bình Thạnh, Phường 25, Xô Viết Nghệ Tĩnh,8.3
22445914,73.0,73.0,4.0,4.0,Sổ hồng,10.81776905,106.77964401500004,2190.0,4.0,18.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0, Quận 9 (TP. Thủ Đức), Phường Phước Long B, Đường 359,5.8
22540045,44.0,44.0,2.0,2.0,Sổ hồng,10.83626938,106.64056396499996,2.0,4.0,11.0,0.0,8.0,4.0,3.0,4.0,0.0,0.0,2.0,2.0,4.0, Quận Gò Vấp, Phường 12, Phan Huy Ích,1.825
22442854,42.0,42.0,4.0,5.0,Sổ hồng,10.79815483,106.69778823499996,290.0,4.5,9.5,5.0,14.0,33.0,41.0,12.0,17.0,0.0,2.0,7.0,8.0, Quận Bình Thạnh, Phường 1, Lê Văn Duyệt,7.08
22527635,140.0,48.0,3.0,3.0,Sổ hồng,10.807053565,106.667713165,21.0,4.0,12.0,2.0,12.0,27.0,19.0,14.0,11.0,0.0,0.0,1.0,5.0, Quận Tân Bình, Phường 2, Cửu Long,3.56
22508407,324.0,324.0,3.0,3.0,Sổ hồng,10.7886014,106.67874527000004,2400.0,15.0,22.0,5.0,15.0,58.0,55.0,19.0,33.0,0.0,3.0,10.0,3.0, Quận 3, Phường 14, Lê Văn Sỹ,139.0
22460922,111.0,111.0,7.0,8.0,Sổ hồng,10.7318388,106.70282500000008,2370.0,6.0,18.5,1.0,7.0,14.0,43.0,13.0,7.0,0.0,0.0,2.0,1.0, Quận 7, Phường Tân Phong, Nguyễn Văn Linh,28.0
22505591,51.0,51.0,5.0,5.0,Sổ hồng,10.80611706,106.71934127999998,134.0,4.5,13.5,0.0,6.0,12.0,12.0,8.0,9.0,0.0,1.0,0.0,3.0, Quận Bình Thạnh, Phường 25, Nguyễn Văn Thương,11.0
22418550,80.0,80.0,4.0,4.0,Sổ hồng,10.822068215000002,106.764221195,2190.0,4.0,20.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0, Quận 9 (TP. Thủ Đức), Phường Phước Long A, Đường 112,8.5
22540067,20.0,20.0,4.0,5.0,Sổ hồng,10.75878143,106.67988205000006,2.0,4.0,5.0,9.0,25.0,42.0,55.0,13.0,38.0,0.0,13.0,10.0,14.0, Quận 5, Phường 3, An Dương Vương,1.845
22522626,225.0,45.0,3.0,4.0,Sổ đỏ,10.7886014,106.67874527000004,605.0,6.7,7.0,5.0,15.0,58.0,55.0,19.0,33.0,0.0,3.0,10.0,3.0, Quận 3, Phường 14, Trần Quang Diệu,5.8
22536128,83.0,83.0,5.0,7.0,Sổ hồng,10.85523081,106.76452255000004,253.0,4.2,20.0,1.0,16.0,17.0,8.0,17.0,9.0,0.0,1.0,7.0,3.0, Quận Thủ Đức (TP. Thủ Đức), Phường Linh Chiểu, Đường số 19,9.5
22438637,68.0,68.0,3.0,3.0,Sổ hồng,10.805521965,106.70514678999996,290.0,4.0,17.0,1.0,7.0,10.0,4.0,11.0,4.0,0.0,1.0,1.0,7.0, Quận Bình Thạnh, Phường 24, Nguyễn Thiện Thuật,6.3
22527448,115.0,5.0,2.0,2.0,Sổ hồng,10.83241463,106.67178726499992,21.0,4.3,13.4,0.0,3.0,11.0,4.0,10.0,12.0,0.0,0.0,12.0,7.0, Quận Gò Vấp, Phường 10, Nguyễn Oanh,3.29
22455984,480.0,102.0,10.0,5.0,Hợp đồng mua bán,10.7732956,106.71609260000002,124.0,5.7,20.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0, Quận 2 (TP. Thủ Đức), Phường Thủ Thiêm, Mai Chí Thọ,63.0
22514656,300.0,300.0,5.0,5.0,Sổ hồng,10.7716012,106.68577576000008,2400.0,10.0,30.0,8.0,16.0,111.0,190.0,44.0,44.0,0.0,7.0,7.0,5.0, Quận 3, Phường 5, Cao Thắng,155.0
22460925,111.0,111.0,5.0,5.0,Sổ hồng,10.7318388,106.70282500000008,2370.0,6.0,18.5,1.0,7.0,14.0,43.0,13.0,7.0,0.0,0.0,2.0,1.0, Quận 7, Phường Tân Phong, Nguyễn Văn Linh,32.0
22509235,75.0,75.0,6.0,7.0,Sổ hồng,10.74192953,106.70975494000004,134.0,5.0,15.0,0.0,11.0,17.0,24.0,13.0,5.0,0.0,2.0,8.0,4.0, Quận 7, Phường Tân Quy, Nguyễn Thị Thập,8.7
22540085,52.0,52.0,2.0,2.0,Sổ hồng,10.755196575,106.70768737499998,2.0,4.0,13.0,1.0,15.0,9.0,12.0,9.0,3.0,0.0,3.0,3.0,5.0, Quận 7, Phường Tân Hưng, Trần Xuân Soạn,1.875
22495772,675.0,225.0,9.0,9.0,Sổ đỏ,10.807053565,106.667713165,605.0,5.0,27.0,2.0,12.0,27.0,19.0,14.0,11.0,0.0,0.0,1.0,5.0, Quận Tân Bình, Phường 2, Phạm Cự Lượng,29.9
22486667,85.0,85.0,5.0,4.0,Sổ hồng,10.82986641,106.78774261499996,253.0,5.0,16.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0, Quận 9 (TP. Thủ Đức), Phường Tăng Nhơn Phú B, Đường số 5,8.3
22434406,45.0,45.0,4.0,4.0,Sổ hồng,10.81578016,106.69408034999992,290.0,3.7,12.5,0.0,10.0,8.0,15.0,7.0,7.0,0.0,1.0,4.0,8.0, Quận Bình Thạnh, Phường 11, Phan Văn Trị,6.99
22520123,190.0,8.0,3.0,3.0,Sổ hồng,10.76773548,106.681480405,21.0,4.2,15.7,7.0,18.0,63.0,99.0,15.0,34.0,0.0,13.0,7.0,9.0, Quận 3, Phường 2, Nguyễn Thiện Thuật,3.56
22518161,90.0,90.0,2.0,2.0,Sổ hồng,10.7886014,106.67874527000004,2400.0,4.4,19.0,5.0,15.0,58.0,55.0,19.0,33.0,0.0,3.0,10.0,3.0, Quận 3, Phường 14, Lê Văn Sỹ,30.0
22514734,70.0,70.0,6.0,6.0,Sổ hồng,10.78139353,106.64632034499994,134.0,5.0,14.0,2.0,25.0,2.0,3.0,6.0,12.0,0.0,5.0,15.0,9.0, Quận Tân Bình, Phường 10, Ni Sư Huỳnh Liên,13.0
22540061,61.0,61.0,5.0,6.0,Sổ hồng,10.77903271,106.67090987999995,2.0,4.5,13.6,6.0,16.0,62.0,74.0,9.0,21.0,0.0,3.0,11.0,5.0, Quận 10, Phường 13, Tô Hiến Thành,1.835
22511007,816.0,272.0,6.0,6.0,Sổ đỏ,10.7616235,106.69324329999996,605.0,10.0,27.2,2.0,23.0,114.0,198.0,33.0,37.0,0.0,7.0,14.0,2.0, Quận 1, Phường Cô Giang, Cô Bắc,235.0
22511133,48.0,48.0,1.0,1.0,Sổ hồng,10.883334635,106.73197937000008,253.0,6.0,8.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0, Quận Thủ Đức (TP. Thủ Đức), Phường Bình Chiểu, Ngô Chí Quốc,2.65
22433016,46.0,46.0,4.0,4.0,Sổ đỏ,10.792665955,106.71986007500004,290.0,5.5,8.5,0.0,8.0,22.0,24.0,4.0,2.0,0.0,1.0,0.0,1.0, Quận Bình Thạnh, Phường 22, Nguyễn Hữu Cảnh,5.3
22520127,167.0,9.0,3.0,3.0,Sổ hồng,10.795692445,106.66694641499998,21.0,5.0,14.58,6.0,25.0,47.0,46.0,10.0,34.0,0.0,2.0,11.0,4.0, Quận Tân Bình, Phường 1, Lê Văn Sỹ,3.72
22233444,221.0,221.0,2.0,2.0,Sổ hồng,10.780748365,106.691661835,2400.0,10.8,25.0,8.0,27.0,123.0,179.0,54.0,45.0,0.0,1.0,3.0,7.0, Quận 3, Phường 6 (Phường Võ Thị Sáu), Nguyễn Thị Minh Khai,112.0
22505608,71.0,71.0,4.0,4.0,Sổ hồng,10.74365902,106.72314834500004,134.0,4.2,16.0,2.0,8.0,7.0,1.0,4.0,1.0,0.0,2.0,4.0,7.0, Quận 7, Phường Bình Thuận, Huỳnh Tấn Phát,10.9
22540053,32.0,32.0,4.0,4.0,Sổ hồng,10.77030325,106.6794281,2.0,4.0,8.0,7.0,23.0,46.0,74.0,13.0,32.0,0.0,11.0,6.0,5.0, Quận 3, Phường 3, Cao Thắng,1.575
22467252,45.0,45.0,2.0,1.0,Sổ hồng,10.839486125,106.79618454,253.0,3.0,15.0,1.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0, Quận 9 (TP. Thủ Đức), Phường Tăng Nhơn Phú A, Đường số 182,2.75
22428642,80.0,80.0,10.0,9.0,Sổ hồng,10.80611706,106.71934127999998,290.0,4.0,21.0,0.0,6.0,12.0,12.0,8.0,9.0,0.0,1.0,0.0,3.0, Quận Bình Thạnh, Phường 25, Nguyễn Gia Trí,35.99
22520148,202.0,5.0,3.0,3.0,Sổ hồng,10.82986641,106.78774261499996,21.0,5.0,13.5,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0, Quận 9 (TP. Thủ Đức), Phường Tăng Nhơn Phú B, Đình Phong Phú,2.85
22150241,138.0,138.0,5.0,5.0,Sổ hồng,10.7716012,106.68577576000008,2400.0,8.8,18.0,8.0,16.0,111.0,190.0,44.0,44.0,0.0,7.0,7.0,5.0, Quận 3, Phường 5, Võ Văn Tần,95.0
22519760,40.0,40.0,2.0,2.0,Sổ hồng,10.745008945,106.682090755,134.0,4.0,10.0,4.0,15.0,2.0,6.0,4.0,0.0,0.0,1.0,5.0,5.0, Quận 8, Phường 3, Âu Dương Lân,4.8
21544138,111.0,111.0,5.0,4.0,Sổ đỏ,10.7318388,106.70282500000008,2035.0,6.0,18.5,1.0,7.0,14.0,43.0,13.0,7.0,0.0,0.0,2.0,1.0, Quận 7, Phường Tân Phong, Bùi Bằng Đoàn,23.0
22540049,56.0,56.0,3.0,5.0,Sổ hồng,10.845532415,106.66476440499991,2.0,7.0,8.0,0.0,15.0,14.0,1.0,4.0,7.0,0.0,1.0,39.0,1.0, Quận Gò Vấp, Phường 16, Thống Nhất,1.925
22413110,582.0,97.0,23.0,23.0,Sổ đỏ,10.799312115,106.65837860500004,605.0,5.9,16.5,4.0,19.0,24.0,27.0,10.0,24.0,0.0,1.0,4.0,4.0, Quận Tân Bình, Phường 4, Hoàng Văn Thụ,19.5
22424069,70.0,70.0,3.0,4.0,Sổ đỏ,10.81340313,106.710811615,290.0,5.0,14.0,0.0,11.0,9.0,5.0,5.0,6.0,0.0,0.0,0.0,7.0, Quận Bình Thạnh, Phường 26, Xô Viết Nghệ Tĩnh,6.5
22521104,187.0,187.0,7.0,7.0,Sổ hồng,10.7640301,106.68660999999996,2400.0,8.5,22.0,7.0,19.0,104.0,187.0,32.0,41.0,0.0,12.0,10.0,8.0, Quận 1, Phường Nguyễn Cư Trinh, Nguyễn Trãi,130.0
22520260,162.0,54.0,3.0,3.0,Sổ hồng,10.81246805,106.70149612,21.0,4.2,15.2,1.0,7.0,14.0,9.0,5.0,4.0,0.0,2.0,5.0,9.0, Quận Bình Thạnh, Phường 12, Nơ Trang Long,3.05
22514745,40.0,40.0,5.0,5.0,Sổ hồng,10.7886014,106.67874527000004,134.0,4.0,10.0,5.0,15.0,58.0,55.0,19.0,33.0,0.0,3.0,10.0,3.0, Quận 3, Phường 14, Lê Văn Sỹ,14.0
22425250,60.0,29.0,2.0,2.0,Sổ đỏ,10.772981165,106.66160202000005,605.0,4.2,6.9,7.0,25.0,43.0,53.0,7.0,22.0,0.0,2.0,4.0,6.0, Quận 10, Phường 14, Tô Hiến Thành,5.5
22518728,114.0,114.0,7.0,7.0,Sổ hồng,10.883334635,106.73197937000008,253.0,5.5,21.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0, Quận Thủ Đức (TP. Thủ Đức), Phường Bình Chiểu, Bình Chiểu,3.99
22423549,54.0,54.0,4.0,5.0,Sổ hồng,10.81598997,106.68813705000002,290.0,6.1,9.5,1.0,13.0,9.0,8.0,7.0,4.0,0.0,4.0,0.0,7.0, Quận Gò Vấp, Phường 1, Nguyễn Bỉnh Khiêm,8.0
22195646,160.0,160.0,5.0,5.0,Sổ hồng,10.827997518904857,106.63719884765624,2400.0,8.0,20.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0, Quận 1, Phường Bến Thành, Lê Thánh Tôn,160.0
22520264,150.0,50.0,3.0,3.0,Sổ hồng,10.773972035,106.672698975,21.0,4.0,12.5,10.0,20.0,51.0,70.0,10.0,30.0,0.0,6.0,10.0,5.0, Quận 10, Phường 12, Tô Hiến Thành,2.99
22519774,35.0,35.0,2.0,2.0,Sổ hồng,10.745008945,106.682090755,134.0,3.5,10.0,4.0,15.0,2.0,6.0,4.0,0.0,0.0,1.0,5.0,5.0, Quận 8, Phường 3, Âu Dương Lân,6.5
22281895,90.0,90.0,2.0,2.0,Sổ hồng,10.839486125,106.79618454,2190.0,5.0,18.0,1.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0, Quận 9 (TP. Thủ Đức), Phường Tăng Nhơn Phú A, Đường số 160,4.45
22448145,318.0,106.0,3.0,4.0,Sổ đỏ,10.78987455,106.67098617500004,605.0,6.0,17.6,6.0,24.0,54.0,51.0,15.0,32.0,0.0,2.0,13.0,2.0, Quận Phú Nhuận, Phường 13, Lê Văn Sỹ,13.9
22492314,77.0,77.0,2.0,1.0,Sổ hồng,10.883334635,106.73197937000008,253.0,4.5,15.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0, Quận Thủ Đức (TP. Thủ Đức), Phường Bình Chiểu, Tỉnh lộ 43,2.8
22422150,61.0,61.0,4.0,5.0,Sổ hồng,10.805521965,106.70514678999996,290.0,4.7,13.0,1.0,7.0,10.0,4.0,11.0,4.0,0.0,1.0,1.0,7.0, Quận Bình Thạnh, Phường 24, Bùi Đình Túy,8.3
22520268,175.0,60.0,3.0,3.0,Sổ hồng,10.767807005,106.59346771499996,21.0,5.0,12.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,4.0, Quận Bình Tân, Phường Bình Trị Đông A, Hương Lộ 2,2.73
22437981,100.0,100.0,7.0,7.0,Sổ hồng,10.780748365,106.691661835,2400.0,5.0,20.0,8.0,27.0,123.0,179.0,54.0,45.0,0.0,1.0,3.0,7.0, Quận 3, Phường 6 (Phường Võ Thị Sáu), Nguyễn Đình Chiểu,52.0
22502795,37.0,37.0,3.0,3.0,Sổ hồng,10.7716012,106.68577576000008,134.0,3.5,12.0,8.0,16.0,111.0,190.0,44.0,44.0,0.0,7.0,7.0,5.0, Quận 3, Phường 5, Võ Văn Tần,4.5
22272366,222.0,2.0,3.0,3.0,Sổ hồng,10.793345925,106.822265625,2190.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, Quận 9 (TP. Thủ Đức), Phường Long Trường, Nguyễn Duy Trinh,25.0
22453761,681.0,287.0,6.0,6.0,Sổ đỏ,10.763026235,106.670001985,605.0,11.0,26.1,15.0,37.0,49.0,70.0,10.0,46.0,0.0,11.0,19.0,8.0, Quận 10, Phường 4, Nguyễn Tri Phương,65.0
22416763,272.0,272.0,3.0,2.0,Sổ hồng,10.839486125,106.79618454,253.0,10.0,27.0,1.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0, Quận 9 (TP. Thủ Đức), Phường Tăng Nhơn Phú A, Đường 182,8.2
22461228,80.0,80.0,7.0,7.0,Sổ hồng,10.81246805,106.70149612,290.0,4.3,19.0,1.0,7.0,14.0,9.0,5.0,4.0,0.0,2.0,5.0,9.0, Quận Bình Thạnh, Phường 12, Bùi Đình Túy,9.55
22520272,139.0,6.0,2.0,2.0,Sổ hồng,10.79520941,106.67145919999996,21.0,4.2,16.6,7.0,28.0,52.0,40.0,19.0,39.0,0.0,2.0,11.0,4.0, Quận Phú Nhuận, Phường 10, Hoàng Diệu,3.29
22414807,470.0,470.0,3.0,3.0,Sổ hồng,10.827997518904857,106.63719884765624,2400.0,20.0,25.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0, Quận 1, Phường Bến Thành, Sương Nguyệt Ánh,235.0
22502822,53.0,53.0,4.0,4.0,Sổ hồng,10.765856745,106.70560073999992,134.0,6.0,14.0,3.0,14.0,94.0,129.0,22.0,69.0,0.0,5.0,12.0,1.0, Quận 4, Phường 12, Hoàng Diệu,11.0
22453560,280.0,56.0,6.0,4.0,Sổ đỏ,10.773972035,106.672698975,605.0,4.0,14.0,10.0,20.0,51.0,70.0,10.0,30.0,0.0,6.0,10.0,5.0, Quận 10, Phường 12, Đường 3/2,11.5
22536410,109.0,109.0,2.0,1.0,Sổ hồng,10.85523081,106.76452255000004,253.0,5.0,22.0,1.0,16.0,17.0,8.0,17.0,9.0,0.0,1.0,7.0,3.0, Quận Thủ Đức (TP. Thủ Đức), Phường Linh Chiểu, Đường 19,6.5
22461237,76.0,76.0,4.0,5.0,Sổ hồng,10.806892394999998,106.69828796499996,290.0,3.6,21.5,5.0,8.0,7.0,7.0,9.0,8.0,0.0,2.0,5.0,9.0, Quận Bình Thạnh, Phường 14, Nguyễn Huy Lượng,13.45
22455769,60.0,60.0,8.0,8.0,Sổ hồng,10.827997518904857,106.63719884765624,2400.0,4.0,15.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0, Quận 1, Phường Bến Thành, Lê Thị Riêng,25.9
22520276,162.0,54.0,4.0,4.0,Sổ hồng,10.760857585,106.6539917,21.0,4.3,12.7,6.0,22.0,8.0,15.0,9.0,35.0,0.0,5.0,3.0,11.0, Quận 11, Phường 12, Lãnh Binh Thăng,3.19
22016777,320.0,80.0,4.0,3.0,Sổ hồng,10.72795534,106.61157989499998,880.0,4.0,20.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,6.0, Quận Bình Tân, Phường An Lạc, Đường số 6,6.5
22504538,30.0,30.0,3.0,3.0,Sổ hồng,10.796839715,106.71281433500008,134.0,4.5,7.0,0.0,14.0,30.0,36.0,14.0,8.0,0.0,1.0,2.0,6.0, Quận Bình Thạnh, Phường 21, Xô Viết Nghệ Tĩnh,5.8
21555329,3000.0,3000.0,30.0,30.0,Sổ hồng,10.7318388,106.70282500000008,2035.0,18.0,18.0,1.0,7.0,14.0,43.0,13.0,7.0,0.0,0.0,2.0,1.0, Quận 7, Phường Tân Phong, Lê Văn Thiêm,84.0
22244021,376.0,154.0,5.0,5.0,Sổ hồng,10.814869405,106.77146530000005,2190.0,7.0,22.0,1.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0, Quận 9 (TP. Thủ Đức), Phường Phước Bình, Đại lộ 3,18.5
22464396,292.0,292.0,6.0,6.0,Sổ đỏ,10.783398625,106.65942382499998,605.0,8.7,33.6,3.0,25.0,27.0,33.0,8.0,11.0,0.0,5.0,7.0,6.0, Quận Tân Bình, Phường 6, Bành Văn Trân,35.0
22533191,120.0,120.0,2.0,1.0,Sổ hồng,10.88111591,106.77130889499996,253.0,6.0,20.0,1.0,8.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0, Quận Thủ Đức (TP. Thủ Đức), Phường Linh Xuân, Đường số 8,0.0042
22422166,48.0,48.0,4.0,4.0,Sổ hồng,10.81207228,106.68751907499995,290.0,3.3,14.5,2.0,17.0,9.0,7.0,8.0,3.0,0.0,2.0,1.0,8.0, Quận Bình Thạnh, Phường 5, Nguyễn Trung Trực,5.99
22520286,171.0,57.0,4.0,4.0,Sổ hồng,10.752440455,106.62913894999996,21.0,4.5,12.7,2.0,20.0,3.0,3.0,5.0,3.0,0.0,3.0,2.0,10.0, Quận 6, Phường 13, Cư Xá Phú Lâm B,3.25
22460522,5.0,5.0,7.0,7.0,Sổ hồng,10.7878843,106.6984026,2400.0,8.5,19.0,4.0,24.0,96.0,134.0,36.0,38.0,0.0,2.0,6.0,6.0, Quận 1, Phường Đa Kao, Nguyễn Văn Thủ,105.0
22018399,220.0,114.0,3.0,2.0,Sổ hồng,10.79477692,106.62191391,880.0,6.0,19.0,0.0,16.0,6.0,6.0,3.0,0.0,0.0,1.0,0.0,5.0, Quận Tân Phú, Phường Tân Quý, Gò Dầu,16.8
22504605,36.0,36.0,6.0,6.0,Sổ hồng,10.77030325,106.6794281,134.0,3.0,12.0,7.0,23.0,46.0,74.0,13.0,32.0,0.0,11.0,6.0,5.0, Quận 3, Phường 3, Nguyễn Đình Chiểu,8.5
22475669,600.0,200.0,5.0,6.0,Sổ đỏ,10.80703497,106.68431091499995,605.0,7.0,15.0,2.0,16.0,17.0,16.0,20.0,15.0,0.0,3.0,1.0,4.0, Quận Phú Nhuận, Phường 5, Lam Sơn,35.5
22526651,46.0,46.0,2.0,2.0,Sổ hồng,10.88111591,106.77130889499996,253.0,4.6,10.0,1.0,8.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0, Quận Thủ Đức (TP. Thủ Đức), Phường Linh Xuân, Đường số 8,3.5
22422488,60.0,60.0,5.0,6.0,Sổ hồng,10.81207228,106.68751907499995,290.0,5.5,11.0,2.0,17.0,9.0,7.0,8.0,3.0,0.0,2.0,1.0,8.0, Quận Bình Thạnh, Phường 5, Hoàng Hoa Thám,8.9
22521049,90.0,45.0,2.0,2.0,Sổ hồng,10.75442648,106.67173004000006,21.0,4.0,11.25,16.0,30.0,24.0,51.0,17.0,38.0,0.0,7.0,18.0,12.0, Quận 5, Phường 7, Huỳnh Mẫn Đạt,2.89
22461505,516.0,516.0,14.0,14.0,Sổ hồng,10.78373337,106.68658446999996,2400.0,19.0,27.0,8.0,24.0,82.0,121.0,31.0,40.0,0.0,2.0,7.0,5.0, Quận 3, Phường 7 (Phường Võ Thị Sáu), Nam Kỳ Khởi Nghĩa,479.0
22504623,98.0,98.0,4.0,4.0,Sổ hồng,10.72914648,106.74908447000008,134.0,6.5,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0, Quận 7, Phường Phú Thuận, Nguyễn Văn Quỳ,9.5
22527467,232.0,94.0,4.0,3.0,Sổ hồng,10.844421385,106.76633834999996,2190.0,4.3,19.9,0.0,16.0,15.0,25.0,16.0,9.0,0.0,1.0,6.0,4.0, Quận Thủ Đức (TP. Thủ Đức), Phường Bình Thọ, Dân Chủ,11.5
22479016,280.0,56.0,4.0,4.0,Sổ đỏ,10.79138,106.68898289999991,605.0,4.0,14.0,5.0,20.0,73.0,92.0,27.0,38.0,0.0,4.0,8.0,4.0, Quận 1, Phường Tân Định, Võ Thị Sáu,20.5
22538498,148.0,148.0,6.0,7.0,Sổ hồng,10.822068215000002,106.764221195,253.0,8.0,19.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0, Quận 9 (TP. Thủ Đức), Phường Phước Long A, Tây Hòa,6.55
22422499,43.0,43.0,3.0,4.0,Sổ hồng,10.81578016,106.69408034999992,290.0,4.8,9.0,0.0,10.0,8.0,15.0,7.0,7.0,0.0,1.0,4.0,8.0, Quận Bình Thạnh, Phường 11, Phan Văn Trị,8.79
22523636,184.0,1.0,3.0,3.0,Sổ hồng,10.774662015,106.65200042499998,21.0,4.0,11.5,2.0,30.0,4.0,5.0,6.0,19.0,0.0,3.0,11.0,10.0, Quận Tân Bình, Phường 9, Thiên Phước,3.38
22454474,2045.0,340.0,5.0,5.0,Hợp đồng mua bán,10.7732956,106.71609260000002,124.0,14.2,24.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0, Quận 2 (TP. Thủ Đức), Phường Thủ Thiêm, Nguyễn Cơ Thạch,340.0
