price(billionVND),id
17.0,21434481
35.0,22511771
10.8,22534729
10.9,22519726
250.0,22523546
9.5,22529363
9.0,22492749
7.6,22521268
39.0,22231432
145.0,22532874
25.0,22498781
10.0,22510824
8.5,22521270
240.0,22523555
13.0,22465975
5.75,22521285
30.0,22219105
60.0,22532861
22.0,22426592
8.9,22525703
35.0,22219044
128.0,22532887
4.2,22467316
11.3,22406968
8.1,22525745
34.0,22218737
90.0,22535205
6.2,22525776
45.0,22218706
105.0,22535184
7.7,22531947
12.3,22349177
8.5,22528493
27.0,22220881
62.0,22535353
6.65,22538638
8.5,22201222
16.0,22510290
9.7,22528592
31.0,22220903
60.0,22535386
5.3,22534896
12.5,22275567
5.499,22532448
84.0,22125032
6.49,22531535
6.5,22531922
12.9,22054284
27.0,22510226
6.8,22533113
24.7,22232593
40.0,22369943
6.9,22530099
6.3,22539490
7.8,22055228
6.2,22531566
39.0,22402791
8.49,22522871
10.3,22063305
10.0,22533719
38.0,22403991
7.49,22520693
10.9,22234916
5.649,22535261
280.0,22460497
5.8,22508972
16.5,21929928
10.5,22535697
112.0,22461467
4.5,22501325
34.0,21891222
9.0,22535732
30.0,22500250
5.95,22499168
9.0,22535745
39.0,22487235
6.29,22475007
9.8,21695010
14.2,22519713
7.8,22536794
14.5,22522200
70.0,22489214
21.8,21446503
22.0,22519785
8.0,22536811
10.5,22478472
27.0,22428808
209.5,22501762
17.6,21510123
6.8,22522782
9.5,22536918
7.9,22478276
177.0,22505773
9.2,21623594
6.499,22537376
8.9,22473762
25.0,22525277
99.0,22505933
9.5,22539256
8.9,22473705
30.0,22507133
16.9,22439535
6.0,22539323
21.0,22471567
25.0,22530889
38.0,22512101
10.0,22454595
7.2,22539597
21.0,22471510
120.0,22501822
14.0,22412656
21.0,22471296
22.0,21544129
210.0,22505848
9.99,22353957
15.5,22528695
11.2,22470617
22.0,22198696
34.0,22500551
10.5,22401325
11.2,22470352
48.0,22535471
120.0,22405760
14.5,22281742
23.0,22469015
0.039,21545157
25.0,22535473
49.0,22513375
18.9,22276212
14.0,22467178
450.0,22489242
12.9,22269878
14.0,22467066
0.03,21552673
24.0,22198699
180.0,22532909
13.9,22267516
9.5,22462325
22.0,22065568
79.0,22464876
7.0,22169520
12.99,22460991
23.5,21550630
25.0,22219074
4.65,22469300
6.0,22539580
11.9,22254566
9.6,22457294
26.0,22427686
4.95,22469293
6.0,22539797
5.2,22020785
9.6,22456784
22.0,22427691
4.9,22469291
9.3,22089082
7.99,22448711
28.0,22219052
3.85,22469301
12.9,22012741
5.75,22438270
4.2,22469992
5.3,22537385
20.0,21964679
5.3,22436340
5.4,22469302
6.7,22534864
10.2,21504256
25.0,21538418
6.5,22475903
5.1,22534780
13.8,21986295
24.5,22257570
5.2,22469303
4.5,22532569
9.4,21779367
4.2,22469511
5.75,22462844
19.3,21692675
3.1,22482005
3.6,22460995
0.0118,22531552
4.8,22482815
4.19,22461018
15.0,22410508
5.5,22483379
5.39,22457371
7.2,22412595
4.5,22477085
8.9,22390655
8.0,22471237
5.5,22402806
4.65,22531306
12.99,22360011
3.6,22535755
11.5,22315702
4.35,22533773
9.5,22172378
39.0,22291468
4.3,22532379
6.8,22288455
5.2,22536411
9.0,21864552
28.0,22307111
3.1,22536488
15.0,22329107
4.2,22538669
11.8,22317882
13.4,22374891
4.59,22529554
10.199,22539724
17.0,22388931
3.9,22525350
15.4,22539744
17.0,22393848
5.8,22539660
3.9,22525468
10.799,22539718
12.0,22425344
30.5,22304059
3.6,22522627
15.99,22539716
9.9,22440517
6.8,22531659
3.9,22523961
13.3,22539424
7.5,21442666
6.5,22534034
15.5,22538114
4.29,22522300
5.4,21574777
9.8,22526083
5.7,22521495
9.99,22539386
12.5,21141376
7.4,22530295
23.0,22523343
3.7,22519844
6.5,22539766
8.4,21586356
3.65,22529145
7.95,22521768
43.0,22321284
3.7,22519802
31.0,21586514
5.38,22536927
15.0,22522212
25.5,22342137
3.6,22475448
10.5,21674399
5.5,22528977
19.9,22521564
68.0,22348820
3.7,22470770
5.9,21680419
3.4,22528373
12.9,22521545
4.89,22470359
5.6,21710378
4.4,22527224
9.9,22521541
28.0,22357367
4.19,22465633
23.5,21710930
5.55,22525771
15.5,22519265
5.29,22458862
15.5,21998906
4.65,22519266
13.9,22518488
4.4,22526733
10.65,22285590
6.6,22523273
13.5,22517028
46.5,22396188
4.35,22523485
14.0,22527860
6.5,22171389
13.5,22516854
3.65,22520586
6.2,22107226
3.25,22513651
10.9,22516844
28.0,22427683
4.35,22520575
18.6,22059892
3.95,22428420
8.3,22516757
5.3,22477081
10.5,21994963
6.299,22426374
11.5,22525514
25.0,22528398
4.8,22476645
7.7,21982552
3.35,22316491
8.5,22525669
23.5,22219085
7.5,22472603
19.0,21983329
3.8,22316266
16.5,22525753
75.0,21538440
10.0,22539295
5.25,22472312
23.5,21977434
4.9,22316276
8.9,22525819
4.8,22472295
15.5,21739998
5.8,22312767
11.5,22526945
26.0,22387357
4.4,22471582
25.8,21679577
4.6,22310098
8.9,22529948
23.0,22388246
3.2,22470759
16.9,21296888
5.4,22310063
6.5,22531570
8.6,22468202
19.0,21459237
4.6,22067235
11.5,22534112
24.0,22427629
7.0,22465370
12.9,21323845
5.6,22079028
10.9,22514181
25.0,22427693
7.31,22518084
5.4,22465359
11.5,22400660
4.1,22145584
10.5,22515444
34.0,22427695
7.89,22513535
7.95,22461786
5.8,21884280
12.5,22398646
3.88,22058420
11.9,22515459
45.0,22428796
8.45,22536853
6.99,22460127
20.0,22068516
8.2,22375417
5.7,22147781
8.5,22515491
31.5,22428802
6.19,22532687
6.9,22382542
4.95,22148405
6.0,22234710
7.9,22518317
5.98,22483566
7.65,22516613
7.0,22458178
6.8,22484611
17.5,22369706
4.7,22148583
5.49,22288673
5.3,22497723
26.0,22502906
6.45,22535004
10.8,22254671
6.5,22157672
5.95,22313275
4.05,22488887
28.0,22502910
6.65,22521127
4.8,22491701
8.3,22346681
4.4,22215556
5.69,22351384
11.9,22535266
4.4,22492665
0.035,21549392
22.0,22502912
7.31,22516574
4.5,22486296
14.5,22194844
6.0,22218171
5.7,22358807
13.9,22535273
3.6,22499992
8.17,22536430
5.49,22477335
12.0,22178022
3.8,22523131
7.69,22380703
4.5,22520238
11.7,22535278
3.69,22502159
4.23,22533629
5.75,22475657
10.8,22173071
12.9,22524317
8.9,22535285
12.5,22520653
4.5,22531738
38.0,21561754
7.43,22518091
4.8,22475110
29.0,22479961
9.6,22072155
4.8,22524418
8.5,22395962
17.5,22525462
11.2,22537669
3.23,22535893
25.0,22526487
8.15,22515414
6.0,22469972
12.45,22476941
25.0,22027532
4.75,22527318
5.29,22416982
6.99,22534788
8.57,22536409
4.9,22469212
7.75,22476380
4.8,21986680
5.6,22527655
6.89,22444103
20.99,22534793
21.2,22355245
23.0,22139046
6.55,22528159
4.7,22469196
64.0,22524337
4.25,22535059
19.9,21982188
6.2,22527969
6.39,22460280
7.649,22487845
10.2,22476930
24.0,21550617
30.0,22220926
6.45,22520973
8.15,22468108
4.55,22489939
11.0,21950892
6.45,22529347
6.6,22472746
6.199,22487867
5.599,22355263
30.0,22251688
6.85,22512434
5.45,22463435
19.99,21966874
25.5,22522727
6.4,22524175
5.35,22476790
8.9,21908867
6.7,22532940
5.49,22480578
5.7,22487921
13.6,22534312
30.0,22251698
9.0,22536548
4.75,22462683
34.99,21962868
6.4,22524171
2.35,22475625
9.3,21889608
6.98,22534460
9.7,22493399
6.95,22510240
23.6,22284994
7.65,22521792
7.9,22461013
4.6,22524166
3.68,22474137
28.0,21750249
4.75,22535094
7.6,22493576
6.3,22519301
7.15,22516566
4.7,22460426
4.6,22524143
2.5,22474104
10.5,21645655
0.4,22213329
5.48,22474050
7.99,22520097
5.39,22502380
30.0,22257600
7.35,22512390
6.5,22460209
4.6,22524138
5.45,22472126
17.0,21742211
4.95,22149968
5.09,22474448
18.5,22533515
36.0,22370688
7.15,22521834
6.0,22458083
15.75,21701846
6.4,22524132
4.5,22470434
13.4,22532899
5.5,22428364
9.0,22138654
4.9,22514748
9.5,22533519
12.2,22521626
6.75,22513201
3.39,22457957
13.5,21952949
6.8,22524123
6.3,22469119
11.0,22533372
4.85,22440746
5.6,22522669
7.65,22536612
6.49,22509976
17.5,22534777
26.0,22521632
7.35,22516726
4.8,22457657
46.0,22486029
4.6,22524120
3.99,22469766
15.9,22526955
4.68,22492761
5.5,22522681
5.5,22519033
5.0,22508009
29.0,22355237
7.59,22524669
22.0,22486155
5.65,22457349
4.6,22524114
4.8,22468678
10.7,22513289
5.25,22499503
6.99,22521507
8.9,22539933
15.2,22466613
8.17,22536428
7.9,22527793
16.9,22486158
6.4,22524109
7.6,22531976
16.0,22474977
7.9,22516645
4.4,22515421
6.2,22496372
10.499,22488551
12.5,22466705
6.35,22517594
60.0,22486075
4.8,22527609
12.95,21967986
3.3,22521145
6.0,22407624
16.0,22472558
4.55,22519331
7.9,22480505
4.23,22534968
18.0,22458142
41.0,22486164
6.4,22521116
4.8,22527386
11.8,22271723
4.35,22521228
4.88,22502374
7.49,22493261
85.0,22342229
5.9,22536747
70.0,22485425
4.57,22472385
4.6,22521110
5.4,22520311
12.0,22123454
5.8,22522221
5.5,22502361
4.19,22492883
35.0,22343988
7.43,22516561
7.89,22458128
92.0,22485436
36.95,22409449
7.5,22515926
7.4,22094761
8.0,22523110
110.0,22344399
7.15,22521007
28.0,22487006
5.6,22515878
6.9,22097218
3.1,22537086
7.85,22521805
3.4,22468083
18.5,22485722
6.8,22512754
3.8,22021839
28.0,22427666
7.19,22532906
12.5,22486179
10.4,22465354
4.2,22502439
6.0,21998123
5.67,22536258
8.47,22465363
23.0,22486998
7.6,22497042
13.7,21991810
27.5,22219026
5.35,22521811
11.2,22458289
49.0,22486169
2.2,22350388
8.7,21985855
24.0,22219066
5.85,22536676
7.89,22457453
52.0,22487012
7.0,22406943
13.5,21896640
30.0,22220937
5.85,22536680
3.7,22539710
59.0,22487001
4.2,22411558
12.7,21966341
4.55,22537717
70.0,22487009
3.3,22412150
8.5,21892893
6.6,22497494
6.1,22531965
49.0,22487014
5.3,22413843
12.5,21651556
2.68,22373063
7.15,22532902
17.0,22487016
6.5,22422481
19.5,21845390
10.0,22502368
43.0,21552138
45.0,22269381
5.75,22537261
21.0,22487027
4.7,22423817
3.2,21819870
3.6,22451363
6.45,22517584
15.5,22487020
3.5,22429157
8.8,22462948
5.8,22511588
25.0,22446544
7.45,22515072
45.0,22486160
4.89,22436098
15.5,22458016
5.3,22511586
32.0,22422428
6.45,22514087
3.55,22445098
7.2,22461775
5.5,22510452
7.2,22510320
5.53,22532609
11.9,22445849
11.8,22363338
5.7,22510446
7.45,22519096
23.45,22305479
4.95,22453180
21.0,22448978
5.6,22510440
7.45,22537222
14.99,22281444
3.6,22457888
10.9,22361630
5.7,22510399
6.45,22520958
5.9,22459933
9.5,22175361
6.45,22535010
4.39,22465114
5.5,22147506
6.5,22508644
26.0,22304092
4.55,22537712
5.2,22467028
4.99,22060487
6.5,22515476
7.45,22536626
14.95,21562141
5.7,22467835
4.5,22060202
6.4,22515862
90.0,22539659
29.0,22411700
5.13,22533611
75.0,22468366
7.5,22051381
5.9,22515432
7.63,22518067
7.2,22495431
8.2,22029004
5.9,22515375
7.45,22536625
3.45,22536187
16.5,22026902
5.8,22511575
44.0,22218713
5.15,22536906
3.85,22534048
17.5,21971956
5.7,22510432
7.15,22517114
12.75,22405904
5.2,22187333
2.38,22530274
14.5,21960110
5.5,22510429
34.0,22244535
3.85,22532362
13.45,22388117
3.65,22518688
6.0,21918569
5.2,22510410
6.97,22513297
3.2,22513136
15.9,21935824
5.4,22516822
34.0,22251693
8.75,22536639
17.5,22532842
2.89,22508370
12.0,21892947
5.2,22516811
8.75,22536649
9.45,22418661
15.5,22532793
5.1,22505895
5.7,21477794
5.0,22516787
6.37,22515489
18.7,22532783
1.28,21923447
6.7,22504000
13.0,21884758
6.0,22516710
6.95,22521771
14.95,22385570
23.0,22532764
0.799,22191277
6.6,22539909
4.2,22498141
6.0,22505916
5.47,22532388
95.0,22514559
110.0,22531593
7.95,22495947
14.5,22507961
6.85,22517073
56.95,22514793
15.8,22532563
1.25,21977267
6.9,22492959
15.0,22276777
6.57,22528228
25.95,22518690
20.2,22529361
52.0,22437537
7.3,22505303
30.0,21542796
6.85,22517562
23.0,22529348
1.38,22401051
4.8,22340793
7.9,22175279
5.4,22489373
6.95,22515890
42.9,22529330
26.6,22487301
0.769,22173761
4.3,22363026
6.3,22302046
5.0,22489995
4.57,22534911
22.0,22529313
3.8,22487386
10.5,22367308
7.4,22171624
5.35,22501631
6.93,22524598
25.5,22529295
26.0,22476785
4.1,22376710
8.9,22104404
7.13,22516375
12.9,22528787
23.5,22476410
7.3,22379370
10.65,22069884
5.95,22536887
11.9,22528770
26.4,22487344
24.5,22475275
2.75,22382430
7.0,22060862
6.97,22536413
24.9,22528526
26.6,22534466
7.2,22381382
13.0,21983671
6.45,22535017
8.9,22528295
8.5,22539563
6.15,22382910
36.0,21972172
6.85,22521740
36.5,22527589
8.6,22539570
3.8,22385131
23.5,21977431
6.37,22519705
35.9,22532857
23.0,22459823
4.9,22389989
6.0,21883613
27.0,22219021
6.27,22515955
24.5,22533661
25.0,22459818
3.5,22390371
7.2,21884484
3.4,22539661
26.0,22219092
5.97,22535083
45.9,22533668
7.6,22539562
31.0,22459055
4.75,22398129
16.5,21867176
30.0,22220894
7.87,22521852
23.0,22529374
24.5,22426116
4.3,22398568
5.9,21864501
8.15,22536596
12.5,22529396
4.69,22539633
6.25,22399403
12.5,21506941
7.3,22516325
28.6,22529382
3.65,22536788
2.9,22401933
8.7,21722197
39.0,22231385
6.97,22536414
28.5,22529413
5.49,22511165
4.65,22476113
15.9,22526967
40.0,22232809
6.55,22537685
69.5,22529424
11.0,22474734
23.0,21537830
7.45,22537225
135.0,22529455
1.85,22476377
25.0,22513146
6.6,22536011
5.4,22539894
30.0,22529480
4.15,22477020
10.8,22407056
5.75,22537262
24.9,22529530
5.95,22477395
21.0,22251678
6.89,22517923
15.5,22529544
7.2,22478710
9.6,22388852
5.65,22514440
15.5,22529565
3.85,22490886
12.9,22354369
6.6,22539448
33.5,22274096
6.97,22536415
23.5,22529569
25.0,22438392
5.8,22438236
16.5,22310687
56.0,22307739
6.65,22537235
7.8,22529595
24.5,22441959
3.75,22442383
7.0,22289733
305.0,22538072
6.95,22524584
8.5,22529602
28.0,22442927
6.1,22443051
16.3,22176961
5.2,22538455
9.3,22525020
25.0,22411709
7.45,22514696
64.9,22532877
28.0,22442932
3.55,22446844
9.6,22173833
5.8,22538399
65.0,22524033
35.0,22428956
4.23,22534949
17.8,22535895
4.0,22487488
28.0,22445962
4.3,22473206
7.9,22168897
55.0,22524022
5.95,22536892
19.5,22535902
0.111,22486366
23.0,22455891
3.95,22461139
4.3,22473411
6.9,22168855
27.0,22497079
10.0,22523985
7.15,22515948
129.0,22535923
22.836,22475616
24.5,22459047
1200.0,22437840
12.7,22123514
12.9,22533373
12.5,22523974
7.15,22514666
18.0,22522000
43.5,22536266
5.0,22475381
4.99,22461157
7.5,22167347
7.6,22496473
62.0,22519573
29.0,22219041
6.97,22532651
18.3,22522750
63.5,22535941
5.0,22474881
28.0,22477010
10.7,22480122
5.9,22461664
12.7,22121721
4.9,22533260
12.5,22519546
22.5,22219079
7.15,22537775
13.0,22384459
32.0,22477012
9.5,22463436
12.9,22001719
11.7,22519541
13.7,22530024
63.0,22236140
6.85,22513127
8.0,22382899
13.95,22469056
12.5,21989718
12.7,22530061
17.5,22517190
15.5,22528781
5.79,22539642
5.0,22363845
12.8,22475686
3.55,21931401
5.5,22496858
20.5,22517128
6.5,22524150
2.0,22362769
69.0,22530455
10.39,22489404
16.5,21542088
25.0,22517107
8.2,22522857
3.0,22361302
48.0,22535915
9.5,22504893
8.9,22361817
39.0,22513148
3.85,22521630
19.0,22342379
110.0,22504897
9.3,22357741
29.0,22524707
85.0,22513131
36.0,22536648
6.0,22339386
14.9,22512661
8.6,22372655
165.0,22513102
5.35,22539876
6.95,22539554
7.0,22338666
37.0,22514167
15.0,22376684
11.7,22497068
37.8,22513079
5.5,22534400
39.0,22342180
11.0,22338434
108.0,22519780
12.0,22411199
8.6,22496478
65.0,22479993
65.0,22513088
27.0,22344883
9.0,22338429
12.8,22522413
17.5,22401275
49.0,22513053
13.9,22336311
8.0,22529179
4.49,22527428
8.8,21864578
41.0,22513174
16.0,22335567
20.0,22471848
9.0,22528019
8.5,22527690
17.0,22416491
69.8,22510009
8.0,22528799
20.0,22472167
11.0,22527673
9.5,22528031
13.5,22180530
5.6,22539596
159.0,22510012
26.0,22388243
4.0,22508123
8.6,22473131
4.55,22528058
14.2,22525228
6.9,22170097
85.0,22510013
15.0,22496969
6.99,22510218
7.6,22528416
11.0,22525220
6.7,22119054
80.0,22510015
26.0,22427635
10.0,22495474
28.0,22437101
9.7,22511762
4.86,22528429
13.0,22525212
15.5,22098358
23.8,22510039
32.5,22428810
8.0,22492318
30.0,22438419
7.9,22512216
11.5,22522344
17.0,22098898
25.0,22510036
26.5,22219030
3.8,22474203
22.0,22447906
9.8,22522754
9.3,22521716
7.0,22081211
21.0,22510731
14.898,22395556
5.9,22451552
3.95,22521698
19.5,21875495
40.0,22511147
18.0,22370132
21.0,22473716
5.8,22451557
8.5,22520166
5.2,21796364
35.0,22510048
3.6,22502351
32.0,22232726
7.0,22369133
24.0,22473717
7.9,22459074
12.2,22520152
5.3,21867952
90.0,22511763
3.75,22537525
6.0,22367199
7.9,22459131
9.0,22520139
7.9,21732406
26.0,22511772
7.0,22366965
7.9,22459163
10.0,22520130
11.99,21598165
58.0,22511827
3.8,22502334
6.0,22365440
12.99,22460867
25.0,21500245
32.0,22513377
5.5,22501234
12.0,22340342
12.99,22460989
10.0,22516274
8.9,22531503
100.0,22515844
5.4,22501224
6.5,22337104
9.5,22462651
22.0,22327007
16.0,22522989
36.0,22536622
5.2,22501207
6.5,22337101
12.5,22464127
11.0,22516235
9.0,22335378
93.0,22523238
5.0,22501196
3.8,22337093
12.5,22464225
7.6,22529247
99.0,22523249
7.9,22336357
17.5,22466081
7.8,22529279
13.8,22475000
22.0,22531327
6.8,22144693
17.5,22466356
7.5,22538555
28.0,22508135
4.1,22496898
8.5,22467976
6.5,22532303
7.5,22137573
10.2,22535195
7.5,22532311
2.2,22496206
31.0,22478340
4.0,22497244
7.0,22516849
62.0,22478634
4.0,22499610
3.999,22517103
10.0,22528847
11.899,22517941
14.0,22517997
9.3,22292182
26.0,22437098
8.499,22518072
11.5,21806058
8.9,22519980
24.0,22219062
17.0,22294659
7.8,22521306
1.0,22406397
7.9,22502384
26.0,22219068
9.4,22224515
22.0,22474231
9.5,22521314
0.76,22402322
2.55,22523314
45.0,22092939
28.0,22475281
10.0,22521319
1.9,22402736
9.4,21740144
25.0,22475849
7.7,22523637
39.0,21694639
6.9,22523648
12.5,22047004
7.9,22523664
7.0,22531022
23.0,22523254
24.0,21679669
8.0,22531034
6.3,22466011
39.0,22291441
9.8,21590130
7.0,22531045
25.0,22521573
8.0,22467622
65.0,21569960
7.8,22533641
11.6,22514557
36.0,22523479
9.5,22467753
9.5,22533651
80.0,22261322
29.0,22524048
12.9,22473361
7.5,22538607
30.0,22525715
47.0,21617094
6.45,22536577
7.85,22514301
9.8,21522231
5.2,22494983
55.0,22531420
6.1,22531958
22.0,22427539
10.5,21502330
1.49,22494535
4.23,22534961
23.0,22427672
1.7,22494526
1.125,22401614
7.87,22516603
23.5,22427674
5.0,21185911
8.15,22536605
33.0,22428815
0.699,22539825
12.68,22494540
2.3,22402158
7.17,22524749
48.0,22532176
31.5,21845452
0.7,22539823
24.0,22441956
6.95,22518786
25.0,22532181
13.8,21852559
1.22,22539815
42.0,22478063
6.55,22537690
19.3,21838593
0.699999,22539409
2.0,22430001
5.85,22532737
25.0,22219129
8.5,20211741
5.55,22532604
30.0,22219032
6.65,22516334
6.75,22535054
5.74,22516353
7.15,22518087
14.0,21740177
6.35,22521807
6.35,22520907
21.0,21806047
4.65,22489032
6.75,22536663
23.8,21793937
6.59,22539833
2.2,22477616
4.99,22517778
8.0,21743106
6.97,22532637
15.5,21806077
7.85,22516337
16.0,21818598
7.35,22519089
4.1,22533985
8.57,22536408
4.29,22529526
7.85,22518075
5.75,22514589
53.0,21838461
7.93,22536560
7.5,21894819
4.99,22515282
8.6,22365069
12.5,21857555
5.13,22533606
22.5,22481610
10.5,22047008
6.45,22537443
6.7,22376171
4.55,22537722
6.2,21198982
7.15,22537787
5.4,22366604
18.0,21504532
4.45,22503859
6.85,22516343
14.5,22488132
12.0,21504552
3.6,22499737
6.45,22536571
6.8,22524115
12.8,21533898
6.95,22524612
50.0,21536097
7.45,22517484
9.0,22500601
35.0,21554086
6.17,22532694
25.9,22513317
9.8,21610663
6.45,22516309
13.5,21621998
27.0,22451870
6.89,22515040
10.8,22360037
27.0,21743301
6.75,22536655
6.97,22513382
10.5,22374122
11.5,21791231
5.13,22533612
17.5,21760951
5.65,22521775
13.0,22514556
13.3,21793924
5.97,22532805
4.2,22383100
7.33,22513473
16.0,21800902
6.65,22537237
18.5,21866213
4.4,22498580
6.45,22514231
23.9,22224520
4.7,22482217
22.0,22472098
5.79,22539646
14.2,22292185
9.7,22538648
24.0,22472142
7.0,22513912
7.89,22514096
12.5,22224522
4.35,22537148
25.0,22473395
6.99,22532634
4.4,22537521
6.8,22534311
22.5,22473398
3.7,22509441
6.27,22533713
9.3,21502304
7.6,22534321
6.1,22537459
24.5,22476783
7.89,22516318
40.0,21591797
3.3,22537455
3.2,22534951
5.79,22539647
21.0,21609520
5.5,22536534
3.7,22529180
6.45,22513193
12.9,21681637
8.1,22526744
7.688,22529205
35.0,22539713
9.0,22536545
4.1,22503013
10.8,21606292
10.5,22526745
3.2,22404228
5.15,22536910
8.5,22500903
125.0,21791192
5.55,22535442
1.7,22402785
5.75,22537252
9.499,22522400
30.0,21791214
8.1,22527817
2.35,22479337
8.17,22536424
4.0,22500379
13.8,22527821
3.33,22481504
7.19,22532916
9.8,22513264
11.2,21800933
5.5,22529894
6.5,22507782
6.97,22517592
9.499,22513226
30.0,21802739
3.5,22537465
0.55,22506130
0.02,22376078
7.97,22514576
8.9,22518769
10.8,21802753
3.3,22531048
2.9,22528876
14.0,22389932
7.87,22520980
9.9,22518802
9.5,21812839
11.9,22532554
33.0,22477457
4.9,22534963
16.0,22499106
5.65,22536450
9.79,22518792
11.3,21812860
6.1,22536540
8.5,22466990
8.2,22514631
10.5,21818607
6.9,22536538
6.99,22380264
8.5,22490783
6.999,22539752
8.5,21824482
8.2,22536536
10.6,22377366
8.45,22460428
3.95,22449455
10.5,22539764
12.4,21838449
3.0,22539626
5.99,22365168
9.2,22412089
3.85,22496757
23.0,22092924
5.99,22362979
7.9,22433179
13.8,21857725
5.59,22349913
23.5,22285510
10.6,22306512
18.0,21034521
9.9,22288854
4.5,22539630
10.5,22266450
6.7,21887334
8.5,21117453
6.79,22407318
9.5,22406335
14.5,21185904
10.8,21575009
4.99,22536653
18.8,21586624
5.95,22480539
7.8,21590127
5.8,22480087
7.9,21795653
5.7,22437472
9.5,21599677
9.99,22439533
34.0,21818588
5.5,22435548
40.0,21824471
7.95,22462636
128.0,21836066
4.5,22474895
30.0,21852583
4.3,22492098
6.0,21854225
5.99,22500086
9.3,22519501
3.8,22504414
17.0,22046993
16.0,22517270
5.95,22508990
18.5,22285507
8.3,22517924
3.9,22510892
9.8,21034557
18.9,22527646
7.5,22511624
11.2,22526661
10.5,21501451
5.69,22515017
21.0,22517879
14.5,21501464
9.8,22529737
6.49,22515327
7.999,22517990
7.0,21504660
11.5,22533709
6.49,22520080
40.0,21515428
8.19,22528531
24.5,21515463
55.0,22539232
7.5,21515473
42.0,22539227
13.8,21522201
5.2,22539763
10.5,21536093
5.4,22539640
6.95,21522245
108.0,22539212
3.9,22539533
68.0,22539204
14.9,21541157
29.0,21539135
52.0,21562342
17.0,21569936
14.0,21671549
18.0,21810988
78.0,22092944
24.5,21792245
9.9,21555688
14.9,21541162
32.0,21562329
33.3,21574976
42.0,21575003
27.0,21589848
30.0,21591420
6.2,22495678
14.0,21591801
4.9,22493730
29.8,21597199
4.5,22492259
13.7,21599067
5.7,22526551
14.0,21597207
12.3,21599705
13.9,21609540
10.5,21609545
8.0,21609535
18.0,21824456
13.5,21854190
31.5,22092951
60.0,21681607
25.0,21586581
90.0,22532370
72.0,22532361
50.0,22532700
12.5,21740164
51.0,22533922
8.6,21740334
72.0,22533928
17.0,21743144
25.0,22533954
400.0,22533966
120.0,22534576
51.0,22536561
14.0,21788514
85.0,22536578
85.0,22537270
11.5,21791201
32.5,21792214
45.0,21838486
8.8,21501526
22.0,22047001
28.3,22052568
109.0,22501761
14.0,21535525
15.4,22499121
15.5,22539608
15.8,22499162
12.8,21563417
12.4,22499105
12.0,21574993
36.5,22505492
22.8,22499088
33.3,21584827
3650.0,22537874
11.0,22497364
33.0,21586559
15.0,22526995
30.4,22499149
9.0,21606258
5.0,22497404
15.7,21770547
28.0,21609513
7.4,22491134
7.3,22499221
18.3,21793949
8.5,22493457
5.5,22539466
9.6,22499202
7.5,21795661
9.0,22493477
7.0,22497574
25.9,21802762
10.5,22493488
6.8,22504050
10.5,22497386
15.0,21810945
10.89,22505272
6.1,22497548
0.039,22495860
6.0,22539521
9.9,22497524
19.9,21891082
6.8,22505353
7.3,22497412
29.0,22505487
6.5,22497448
7.5,22504505
4.2,21929675
8.78,22497491
5.2,21063318
7.5,22400965
5.5,21951802
6.5,22500802
7.8,21089620
9.5,21955528
4.95,22497373
9.7,22400957
8.5,21955551
19.2,21515443
14.5,22502744
5.2,22500480
8.0,22024614
6.2,21515608
4.0,22504731
5.5,22158204
10.7,21535530
7.2,22160747
10.4,22520953
4.4,22355683
7.0,22160873
33.3,21538956
9.0,22520960
3.55,22519579
6.5,22161775
17.5,21563414
7.5,22520991
3.75,22513885
6.0,22161908
11.7,21610671
3.35,22522634
6.7,22422711
8.5,22161941
16.5,21609528
5.4,22355600
6.99,22394420
6.8,22177127
13.5,22523138
8.69,22427195
7.8,22188717
11.0,21679654
6.49,22434417
7.0,22191692
22.5,21696168
8.9,22463525
8.0,22191695
19.9,21753089
2.99,22470142
6500.0,22304286
5.89,22481221
8.1,22323585
8.1,21812812
6.8,22492585
5.0,22340753
9.1,22528364
3.6,22500509
2.9,22390278
11.9,22292181
5.0,22505718
5.0,22407290
52.0,21838585
5.4,22528362
5.2,22507541
4.0,22238234
5.7,22514646
2.6,22238212
23.0,21522770
7.1,22505221
3.3,22211408
7.0,22191701
11.9,22487800
9.0,22161793
35.0,21574985
37.0,22487777
7.0,22160805
8.0,22160729
7.5,21681597
11.9,22463431
7.0,22158211
16.5,21681646
6.0,22158188
13.2,21694652
11.0,22424078
3.1,21946293
18.5,21696600
7.5,21943784
11.5,22402183
9.3,21936231
10.7,21734475
5.5,21932707
15.6,21734800
5.6,21930973
24.5,21788520
3.9,21930260
42.0,21753111
6.5,21930947
11.0,22377202
17.5,21852591
5.3,21930292
2.9,21930274
18.5,21907615
2.8,22365680
35.0,22052567
8.0,22349539
8.0,21500238
15.0,22347289
17.0,21562350
5.6,22340802
8.5,21599725
7.8,22337701
8.7,21590122
7.4,22337117
14.0,21609531
9.2,22310887
5.3,21671474
4.9,22322389
4.2,22308278
1.85,22307062
14.3,21681619
7.5,22191707
10.5,21694589
7.5,22188733
12.3,21740135
5.999,22181505
8.5,22177145
10.7,21743097
6.5,22177110
16.7,21770560
7.5,22160861
20.0,21792200
7.5,21952688
4.2,21943779
12.5,21894934
4.8,21930245
5.8,22399455
8.5,22390284
8.1,22285508
6.15,22347284
6.9,21547388
